report_id,report_date,location,report_type,report_text,hazard_category,sif_precursor,severity,risk_score,recommended_action
OIL-SAF-00961,2026-01-06,Pipeline Area,Near Miss,pressurized equipment was opened without depressurization during contractor activity at the pipeline area. Immediate corrective action was initiated.,Pressure,Yes,Critical,69,Immediate intervention required
OIL-SAF-02911,2025-09-06,Drilling Site,Near Miss,critical safety barrier was bypassed during contractor activity at the drilling site. Immediate corrective action was initiated.,Process Safety,Yes,Critical,80,Corrective action and follow-up required
OIL-SAF-03406,2025-01-08,Workshop,Unsafe Condition,lifting operation was conducted without proper rigging during plant operation at the workshop. No immediate injury was reported.,Lifting,No,Low,51,Inspect area and implement controls
OIL-SAF-01624,2026-04-13,Pipeline Area,Near Miss,required PPE was not worn during contractor activity at the pipeline area.,PPE,No,Low,40,Immediate intervention required
OIL-SAF-03323,2025-02-03,Drilling Site,Unsafe Act,crane load was moved over personnel during loading/unloading at the drilling site.,Heavy Equipment,Yes,Critical,72,Supervisor review required
OIL-SAF-05000,2026-07-28,Production Unit,Unsafe Condition,chemical container was leaking without containment during plant operation at the production unit. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,76,Corrective action and follow-up required
OIL-SAF-01819,2026-01-11,Loading Area,Unsafe Condition,worked inside vessel without atmospheric monitoring during inspection at the loading area.,Confined Space,Yes,Critical,64,Supervisor review required
OIL-SAF-03195,2025-12-08,Maintenance Area,Unsafe Condition,critical safety barrier was bypassed during routine maintenance at the maintenance area. Immediate corrective action was initiated.,Process Safety,Yes,High,55,Stop activity and correct hazard
OIL-SAF-03008,2025-06-28,Refinery,Near Miss,stored energy was not released before maintenance during equipment maintenance at the refinery.,Energy Isolation,No,Medium,24,Inspect area and implement controls
OIL-SAF-03415,2025-05-31,Pipeline Area,Unsafe Act,worked inside vessel without atmospheric monitoring during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Confined Space,Yes,High,83,Immediate intervention required
OIL-SAF-04529,2025-10-06,Drilling Site,Unsafe Act,scaffold had missing guardrails during plant operation at the drilling site. Immediate corrective action was initiated.,Working at Height,Yes,Critical,63,Immediate intervention required
OIL-SAF-01898,2026-01-01,Workshop,Unsafe Act,pressure relief system was bypassed during contractor activity at the workshop.,Pressure,Yes,High,58,Stop activity and correct hazard
OIL-SAF-01919,2026-01-02,Pipeline Area,Near Miss,worker was not wearing helmet during equipment maintenance at the pipeline area.,PPE,No,Low,25,Stop activity and correct hazard
OIL-SAF-01271,2026-06-16,Storage Area,Unsafe Condition,chemical container was leaking without containment during loading/unloading at the storage area. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,66,Stop activity and correct hazard
OIL-SAF-04177,2026-03-07,Workshop,Unsafe Act,safety gloves were not used during loading/unloading at the workshop.,PPE,No,Low,5,Supervisor review required
OIL-SAF-04963,2025-02-26,Workshop,Unsafe Condition,worker was working at height without fall protection during inspection at the workshop. Immediate corrective action was initiated.,Working at Height,Yes,Critical,83,Inspect area and implement controls
OIL-SAF-04884,2025-08-11,Storage Area,Near Miss,improper lifting technique was observed during contractor activity at the storage area. No immediate injury was reported.,Lifting,No,Low,22,Supervisor review required
OIL-SAF-04095,2025-04-27,Loading Area,Unsafe Condition,oil spill was observed on walking surface during plant operation at the loading area.,Housekeeping,No,Low,11,Immediate intervention required
OIL-SAF-03160,2025-02-01,Production Unit,Unsafe Act,materials were stacked unsafely during plant operation at the production unit. No immediate injury was reported.,Housekeeping,No,Low,11,Stop activity and correct hazard
OIL-SAF-01814,2025-05-23,Refinery,Unsafe Condition,alarm was ignored during process operation during loading/unloading at the refinery. Immediate corrective action was initiated.,Process Safety,Yes,Medium,55,Immediate intervention required
OIL-SAF-02427,2025-05-19,Pipeline Area,Unsafe Condition,entered confined space without gas testing during loading/unloading at the pipeline area. No immediate injury was reported.,Confined Space,No,Low,52,Stop activity and correct hazard
OIL-SAF-03951,2026-03-06,Refinery,Unsafe Act,equipment was isolated incorrectly during plant operation at the refinery. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,75,Supervisor review required
OIL-SAF-04429,2025-01-16,Storage Area,Unsafe Condition,person worked near an unprotected edge during loading/unloading at the storage area. Immediate corrective action was initiated.,Working at Height,Yes,Critical,78,Corrective action and follow-up required
OIL-SAF-02143,2026-07-17,Production Unit,Near Miss,toxic vapor was observed in work area during loading/unloading at the production unit. No immediate injury was reported.,Chemical Exposure,No,Low,23,Inspect area and implement controls
OIL-SAF-01627,2025-01-24,Pipeline Area,Unsafe Act,hot work was performed without adequate fire protection during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,58,Corrective action and follow-up required
OIL-SAF-00790,2025-01-26,Workshop,Near Miss,worker stood within equipment blind spot during routine maintenance at the workshop.,Heavy Equipment,Yes,High,76,Stop activity and correct hazard
OIL-SAF-03787,2026-02-01,Loading Area,Unsafe Act,worker was exposed to high pressure line during contractor activity at the loading area.,Pressure,No,Low,13,Immediate intervention required
OIL-SAF-01865,2026-05-04,Maintenance Area,Unsafe Condition,operating procedure was not followed during inspection at the maintenance area. No immediate injury was reported.,Process Safety,No,Low,37,Stop activity and correct hazard
OIL-SAF-02866,2026-05-16,Gas Processing Plant,Near Miss,entered tank without permit during routine maintenance at the gas processing plant.,Confined Space,Yes,Critical,55,Inspect area and implement controls
OIL-SAF-00872,2026-05-02,Maintenance Area,Near Miss,worker was not wearing helmet during plant operation at the maintenance area.,PPE,No,Medium,20,Corrective action and follow-up required
OIL-SAF-03272,2026-04-22,Drilling Site,Near Miss,confined-space entry permit was missing during contractor activity at the drilling site.,Confined Space,Yes,Critical,67,Supervisor review required
OIL-SAF-03834,2026-06-27,Maintenance Area,Unsafe Condition,crane load was moved over personnel during plant operation at the maintenance area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,65,Stop activity and correct hazard
OIL-SAF-00074,2025-06-10,Drilling Site,Unsafe Act,oil spill was observed on walking surface during inspection at the drilling site.,Housekeeping,No,Low,20,Immediate intervention required
OIL-SAF-01753,2026-06-08,Drilling Site,Near Miss,pipeline maintenance started without pressure isolation during routine maintenance at the drilling site. Immediate corrective action was initiated.,Pressure,Yes,Critical,82,Inspect area and implement controls
OIL-SAF-01422,2025-02-01,Gas Processing Plant,Unsafe Condition,entered confined space without gas testing during routine maintenance at the gas processing plant.,Confined Space,Yes,Critical,68,Supervisor review required
OIL-SAF-04222,2026-01-13,Production Unit,Unsafe Condition,damaged electrical cable was found in work area during routine maintenance at the production unit. No immediate injury was reported.,Electrical,No,Low,40,Corrective action and follow-up required
OIL-SAF-04694,2025-02-03,Production Unit,Near Miss,load was unstable during lifting during routine maintenance at the production unit. No immediate injury was reported.,Lifting,No,Medium,44,Corrective action and follow-up required
OIL-SAF-04370,2026-03-22,Loading Area,Near Miss,lockout tagout was not applied before maintenance during loading/unloading at the loading area. Immediate corrective action was initiated.,Energy Isolation,Yes,Medium,77,Stop activity and correct hazard
OIL-SAF-04576,2025-06-29,Drilling Site,Unsafe Act,lifting operation was conducted without proper rigging during routine maintenance at the drilling site.,Lifting,No,Low,15,Supervisor review required
OIL-SAF-03810,2025-03-14,Pipeline Area,Unsafe Act,pipeline maintenance started without pressure isolation during loading/unloading at the pipeline area.,Pressure,Yes,Critical,88,Stop activity and correct hazard
OIL-SAF-02245,2025-03-31,Drilling Site,Unsafe Act,vehicle and pedestrian routes were not segregated during contractor activity at the drilling site. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,98,Stop activity and correct hazard
OIL-SAF-03048,2025-06-13,Gas Processing Plant,Near Miss,damaged electrical cable was found in work area during routine maintenance at the gas processing plant. Immediate corrective action was initiated.,Electrical,Yes,Critical,69,Stop activity and correct hazard
OIL-SAF-02446,2025-07-21,Maintenance Area,Near Miss,damaged electrical cable was found in work area during plant operation at the maintenance area. Immediate corrective action was initiated.,Electrical,Yes,High,62,Corrective action and follow-up required
OIL-SAF-00495,2026-03-17,Storage Area,Unsafe Condition,process deviation was observed without corrective action during equipment maintenance at the storage area.,Process Safety,Yes,Critical,78,Inspect area and implement controls
OIL-SAF-03131,2025-01-23,Drilling Site,Near Miss,work area contained an obstruction during contractor activity at the drilling site.,Housekeeping,No,Low,23,Corrective action and follow-up required
OIL-SAF-04322,2026-02-16,Refinery,Unsafe Condition,chemical container was leaking without containment during contractor activity at the refinery. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,96,Stop activity and correct hazard
